feature,importance
BMI,122.0
나이,114.4
키,112.6
체중,109.0
음주빈도_enc,41.8
당뇨가족력_부,39.2
당뇨가족력_모,36.8
걷기일수,35.2
음주량_enc,29.6
당뇨가족력_형제,23.2
성별,20.6
근력운동일수,20.2
직업_서비스판매,13.6
직업_무직,13.0
고혈압가족력_모,12.8
직업_관리전문,12.8
고지혈증가족력_모,7.8
고혈압가족력_부,6.6
현재흡연,6.4
고지혈증가족력_형제,6.2
직업_주부학생,6.2
직업_사무,5.2
직업_기능노무,4.6
고지혈증가족력_부,4.6
직업_작업미상,4.6
고혈압가족력_형제,4.2
과거음주_현재금주,2.2
직업_농림어업,0.6
