fold,auc,f1,recall,best_iter
1,0.8063171465406102,0.5670995670995671,0.8397435897435898,52
2,0.792377524709927,0.56957928802589,0.8461538461538461,46
3,0.8029723535310127,0.5807174887892377,0.8301282051282052,183
4,0.8164184734771597,0.578125,0.8327974276527331,99
5,0.790403995042124,0.5505735140771637,0.8488745980707395,4
