fold,auc,f1,recall,best_iter
1,0.8513732846755235,0.6441048034934498,0.8779761904761905,68
2,0.8504609507408014,0.6274944567627494,0.8422619047619048,56
3,0.8772278716308567,0.681044267877412,0.8928571428571429,83
4,0.8300116310892172,0.6112359550561798,0.8095238095238095,89
5,0.8794163929939792,0.664391353811149,0.8690476190476191,73
