fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.8501010704399632,0.7843866171003717,0.5248756218905473,0.6289120715350224,53,2.5907
2,0.8481605601833015,0.7985074626865671,0.5297029702970297,0.6369047619047619,80,2.5883
3,0.8574114429773961,0.8104089219330854,0.5463659147869674,0.6526946107784432,49,2.5916
4,0.8434842755202325,0.7881040892193308,0.5520833333333334,0.6493108728943339,76,2.5916
5,0.8594277443062854,0.7955390334572491,0.535,0.6397608370702541,40,2.5916
