feature,importance
BMI,407.8
나이,405.8
체중,333.4
키,238.6
고혈압가족력_모,156.8
고혈압가족력_부,149.2
고혈압가족력_형제,132.4
음주량,90.8
음주빈도,78.6
걷기일수,58.6
근력운동일수,37.0
성별,36.0
직업_사무,26.4
당뇨가족력_모,23.4
고지혈증가족력_모,22.8
직업_무직,21.2
고지혈증가족력_형제,20.0
현재흡연,18.0
직업_주부학생,17.6
당뇨가족력_부,17.4
직업_관리전문,16.4
직업_서비스판매,15.6
고지혈증가족력_부,15.0
직업_기능노무,11.8
당뇨가족력_형제,10.8
직업_농림어업,2.6
직업_작업미상,0.0
