threshold,recall,precision,f1
0.3,0.9396654719235364,0.5058419980705328,0.6576545188488607
0.31,0.9360812425328554,0.5082711644502108,0.6588185831406349
0.32,0.9322978892871366,0.5121977901761295,0.6611593588928899
0.33,0.9287136598964556,0.5152452496685815,0.66278243569703
0.34,0.924532058940661,0.5187129929616803,0.6645673799470407
0.35,0.922142572680207,0.5226272429748335,0.6671468702729958
0.36,0.9177618478693748,0.5260214562885186,0.66874637260592
0.37,0.9119872560732776,0.5282583621683967,0.6690037978381537
0.38,0.9066109119872561,0.5323278381854321,0.6707918968692449
0.39,0.903026682596575,0.5359886538234251,0.6726989542386709
0.4,0.8988450816407806,0.5391782130912566,0.6740331491712708
0.41,0.8940661091198726,0.5437151852748849,0.6762048192771084
0.42,0.8864994026284349,0.5467272503991158,0.6763387770603874
0.43,0.8819195539625647,0.551076272240886,0.6783061490160043
0.44,0.8749502190362406,0.5556398583712696,0.6796597061098221
0.45,0.8693747510951813,0.5603901938133744,0.6814953562787793
0.46,0.862405416168857,0.5631989596879063,0.6814033983637507
0.47,0.8548387096774194,0.5673318356019559,0.682023989196918
0.48,0.8460772600557547,0.5714093598708984,0.682131963397014
0.49,0.8395061728395061,0.5761924285909525,0.6833616986789853
0.5,0.828952608522501,0.579401530967293,0.6820676660932252
0.51,0.8209876543209876,0.5849056603773585,0.6831248446690416
0.52,0.8136200716845878,0.5896954827536441,0.6837921512844114
0.53,0.8064516129032258,0.5966411314083677,0.6858594411515665
0.54,0.7947033054559937,0.6016885270616614,0.6848562848562848
0.55,0.7825567502986858,0.6079826732673267,0.684311335538917
0.56,0.7700119474313023,0.6141019533111005,0.6832759077657037
0.57,0.7584627638391079,0.6203583061889251,0.6824941766708476
0.58,0.745320589406611,0.6260244187991303,0.6804835924006909
0.59,0.733174034249303,0.6302636083533036,0.6778350515463918
0.6,0.7182397451214656,0.6348116860260472,0.6739536621823617
0.61,0.7046993229788928,0.6398481287289821,0.6707097507817682
0.62,0.6907606531262446,0.6449154117865774,0.6670512450725892
0.63,0.6748307447232178,0.6499808208668968,0.6621727237202032
0.64,0.6565113500597372,0.6544263596665343,0.6554671968190855
0.65,0.642373556352051,0.6609301372669535,0.651519741492477
0.66,0.6278375149342891,0.6671603893355903,0.6469019286007386
0.67,0.6091198725607327,0.6727512645700462,0.6393562545720556
0.68,0.5923934687375547,0.6782945736434108,0.6324404761904762
0.69,0.5752688172043011,0.6836251774727875,0.6247837370242214
0.7,0.5571485463958582,0.6896721715553364,0.6163674413481661
