fold,auc,f1,recall,best_iter
1,0.8541803345907824,0.6445714285714286,0.8392857142857143,59
2,0.8572334071401235,0.6277205040091638,0.8154761904761905,41
3,0.8788048083757038,0.6697459584295612,0.8630952380952381,66
4,0.829250478927203,0.6167800453514739,0.8095238095238095,27
5,0.8786740558292283,0.6596244131455399,0.8363095238095238,47
