feature,importance
나이,73.18058150287283
BMI,7.535420173059923
체중,3.5530706173250794
고지혈증가족력_형제,3.2848147742319354
키,2.956530294556428
고지혈증가족력_모,2.341858372769684
성별,1.5282357296091609
고지혈증가족력_부,1.3708725074174062
음주량_enc,1.2615398274331422
걷기일수,1.075762231366019
음주빈도_enc,1.0564993572630283
근력운동일수,0.8548146120953782
