fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.806198724553733,0.7825503355704698,0.4267935578330893,0.552344860255803,89,3.2335
2,0.8188261995599989,0.8147651006711409,0.4314143567874911,0.5641263940520446,84,3.2335
3,0.8082302486841739,0.7825503355704698,0.4277329420396185,0.5531309297912713,126,3.2335
4,0.8249140883900972,0.7906040268456376,0.4458743376230129,0.5701839303000968,133,3.2335
5,0.8194624826249197,0.7975871313672922,0.4460269865067466,0.5721153846153846,70,3.2349
