fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.7695000000000001,0.72,0.43902439024390244,0.5454545454545454,51,2.8755
2,0.7883040542056495,0.714859437751004,0.4517766497461929,0.5536547433903577,104,2.8726
3,0.8213748850149201,0.7831325301204819,0.47911547911547914,0.5945121951219512,50,2.8726
4,0.8011206838527294,0.0,0.0,0.0,9,2.8726
5,0.8106896861187767,0.22088353413654618,0.7534246575342466,0.3416149068322981,13,2.8726
