feature,importance
나이,209.2
키,199.8
체중,196.0
BMI,194.2
걷기일수,69.0
음주빈도_enc,64.6
음주량_enc,57.2
근력운동일수,35.6
고지혈증가족력_모,34.2
고지혈증가족력_형제,30.0
고혈압가족력_모,26.8
고혈압가족력_부,25.6
성별,23.2
직업_서비스판매,22.4
고혈압가족력_형제,21.8
고지혈증가족력_부,18.4
당뇨가족력_모,16.4
직업_관리전문,15.8
당뇨가족력_형제,15.0
직업_사무,14.6
직업_주부학생,13.8
당뇨가족력_부,12.8
직업_기능노무,12.8
직업_무직,11.6
현재흡연,7.4
과거음주_현재금주,5.8
직업_작업미상,5.2
직업_농림어업,2.8
