fold,auc,f1,recall,best_iter
1,0.8508846563883878,0.6422222222222222,0.8601190476190477,116
2,0.8536062817779236,0.6274065685164213,0.8244047619047619,98
3,0.8776105735060958,0.683371298405467,0.8928571428571429,144
4,0.8285662972085387,0.6127946127946128,0.8125,61
5,0.8794745484400657,0.6636568848758465,0.875,50
