feature,importance
나이,58.42601514939721
BMI,23.62263452527209
고혈압가족력_모,6.166408298336868
고혈압가족력_형제,3.88834554563975
고혈압가족력_부,3.282421348860168
음주량_enc,2.0635276701346577
체중,0.8571904968526698
성별,0.7833828615123172
걷기일수,0.46627426234157393
음주빈도_enc,0.28583403180755224
근력운동일수,0.08323921088400021
키,0.07472659896112291
현재흡연,0.0
과거음주_현재금주,0.0
