fold,auc,f1,recall,best_iter
1,0.8222990135270838,0.3946980854197349,0.8271604938271605,125
2,0.8202286018075491,0.4084084084084084,0.8395061728395061,104
3,0.8040276896316667,0.4,0.7975460122699386,132
4,0.8026760796556455,0.3922734026745914,0.8148148148148148,68
5,0.81049264462419,0.40188383045525905,0.7901234567901234,194
