fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.8550772562175655,0.7992565055762082,0.5231143552311436,0.6323529411764706,103,2.5907
2,0.8553314846142316,0.832089552238806,0.5259433962264151,0.6445086705202312,100,2.5883
3,0.8608698671110542,0.862453531598513,0.5420560747663551,0.6657101865136298,102,2.5916
4,0.8454578472845362,0.8029739776951673,0.54,0.6457399103139013,88,2.5916
5,0.8618125881297269,0.8475836431226765,0.5253456221198156,0.6486486486486487,91,2.5916
