feature,importance
나이,403.0
BMI,375.4
체중,267.0
키,217.2
고혈압가족력_모,121.2
음주량_enc,116.4
걷기일수,84.0
고혈압가족력_부,82.2
근력운동일수,69.2
음주빈도_enc,67.2
고혈압가족력_형제,58.6
성별,29.2
당뇨가족력_형제,27.8
당뇨가족력_부,17.6
고지혈증가족력_부,11.6
고지혈증가족력_형제,11.6
당뇨가족력_모,10.6
고지혈증가족력_모,8.4
현재흡연,5.4
과거음주_현재금주,2.2
