fold,auc,f1,recall,best_iter
1,0.8165308051272963,0.39557399723374825,0.8827160493827161,74
2,0.8129747770098646,0.38997214484679665,0.8641975308641975,47
3,0.8040335660390664,0.3850267379679144,0.8834355828220859,44
4,0.802687905018684,0.38450899031811897,0.8580246913580247,37
5,0.8063951563312993,0.37383177570093457,0.8641975308641975,49
