fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.8522398169531662,0.79182156133829,0.5338345864661654,0.6377245508982036,74,2.5907
2,0.8473843122979078,0.7947761194029851,0.5325,0.6377245508982036,93,2.5883
3,0.8603998419006109,0.828996282527881,0.5425790754257908,0.6558823529411765,64,2.5916
4,0.8445578558304492,0.79182156133829,0.5518134715025906,0.650381679389313,71,2.5916
5,0.8584503055163869,0.8141263940520446,0.5367647058823529,0.6469719350073855,53,2.5916
