feature,importance
BMI,132.2
나이,120.8
키,111.4
체중,85.0
걷기일수,35.4
당뇨가족력_부,34.0
음주빈도_enc,33.4
당뇨가족력_모,32.4
음주량_enc,28.4
근력운동일수,19.4
당뇨가족력_형제,18.6
성별,12.6
고혈압가족력_모,9.6
현재흡연,9.6
고지혈증가족력_모,8.0
고혈압가족력_부,8.0
고지혈증가족력_형제,6.4
고지혈증가족력_부,4.4
고혈압가족력_형제,3.2
과거음주_현재금주,1.2
