fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.820518954729481,0.06923076923076923,0.6428571428571429,0.125,14,6.4374
2,0.806998998553466,0.5193798449612403,0.32682926829268294,0.40119760479041916,25,6.425
3,0.7878811607554123,0.0,0.0,0.0,2,6.4393
4,0.8153615845232611,0.7076923076923077,0.30564784053156147,0.42691415313225056,76,6.4393
5,0.7910870566559189,0.0,0.0,0.0,2,6.4393
