feature,importance
나이,286.8
BMI,169.8
키,121.6
체중,116.6
고지혈증가족력_모,48.8
고지혈증가족력_형제,44.8
음주량_enc,38.6
걷기일수,33.0
음주빈도_enc,26.8
고혈압가족력_형제,24.6
고지혈증가족력_부,23.6
고혈압가족력_모,21.0
당뇨가족력_형제,19.2
성별,14.8
고혈압가족력_부,11.0
근력운동일수,10.2
당뇨가족력_모,9.2
과거음주_현재금주,7.4
현재흡연,5.6
당뇨가족력_부,2.8
