fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.7763379888268156,0.824,0.42213114754098363,0.5582655826558266,159,2.8755
2,0.7946478652038321,0.7951807228915663,0.4449438202247191,0.5706051873198847,299,2.8726
3,0.8287759978461332,0.8755020080321285,0.4458077709611452,0.5907859078590786,109,2.8726
4,0.809761391936461,0.8313253012048193,0.4339622641509434,0.5702479338842975,157,2.8726
5,0.8177262121110138,0.7951807228915663,0.4583333333333333,0.5814977973568282,54,2.8726
