feature,importance
BMI,390.4
키,364.0
나이,349.6
체중,323.8
걷기일수,139.6
음주량_enc,109.4
음주빈도_enc,94.8
고지혈증가족력_모,62.0
근력운동일수,61.0
고혈압가족력_모,46.6
고지혈증가족력_형제,45.4
고혈압가족력_부,44.8
성별,35.6
고혈압가족력_형제,32.4
당뇨가족력_모,28.6
고지혈증가족력_부,28.0
당뇨가족력_형제,26.0
현재흡연,18.4
당뇨가족력_부,15.2
과거음주_현재금주,10.4
