threshold,recall,precision,f1
0.3,0.9052969502407705,0.39098786828422877,0.5461147421931736
0.31,0.8980738362760835,0.39263157894736844,0.54638671875
0.32,0.8940609951845907,0.3957371225577265,0.5486333415414922
0.33,0.8900481540930979,0.39877741819489393,0.5507822200148994
0.34,0.8852327447833066,0.4022611232676878,0.5531594784353059
0.35,0.8796147672552167,0.40562546262028126,0.5552178318135765
0.36,0.8739967897271268,0.40970654627539504,0.5578893442622951
0.37,0.8683788121990369,0.41187666539779216,0.5587399948360444
0.38,0.8635634028892456,0.4152836742570436,0.5608548345061246
0.39,0.8539325842696629,0.4172549019607843,0.5605900948366702
0.4,0.848314606741573,0.42078025477707004,0.562533262373603
0.41,0.841091492776886,0.4227511093182735,0.5626845637583893
0.42,0.8314606741573034,0.42598684210526316,0.5633496465470365
0.43,0.8234349919743178,0.4292887029288703,0.5643564356435643
0.44,0.8105939004815409,0.43125533731853116,0.5629877369007804
0.45,0.7961476725521669,0.4345159877354358,0.5621989232077076
0.46,0.7857142857142857,0.437248771773113,0.5618364418938308
0.47,0.7776886035313002,0.44266788487894015,0.5641921397379913
0.48,0.7656500802568218,0.44600280504908835,0.5636632200886262
0.49,0.7536115569823435,0.44821002386634845,0.5621071535468423
0.5,0.7415730337078652,0.4524975514201763,0.5620437956204379
0.51,0.7255216693418941,0.4591163026917217,0.5623639191290825
0.52,0.7102728731942215,0.4626241505488761,0.560303893637227
0.53,0.695024077046549,0.46760259179265656,0.5590703679793415
0.54,0.6829855537720706,0.4751535455053043,0.5604214685544946
0.55,0.6605136436597111,0.47848837209302325,0.5549561699258261
0.56,0.6468699839486356,0.48789346246973364,0.5562456866804693
0.57,0.6308186195826645,0.4940289126335638,0.5541064504758548
0.58,0.6163723916532905,0.5052631578947369,0.5553145336225597
0.59,0.5858747993579454,0.5065926439972241,0.5433569036099739
0.6,0.5682182985553772,0.5137880986937591,0.5396341463414634
0.61,0.550561797752809,0.5228658536585366,0.5363565285379203
0.62,0.5304975922953451,0.5317779565567177,0.5311370028123744
0.63,0.507223113964687,0.542489270386266,0.5242637909581087
0.64,0.4839486356340289,0.5521978021978022,0.5158254918733961
0.65,0.45585874799357945,0.5557729941291585,0.5008818342151675
0.66,0.43097913322632425,0.558792924037461,0.4866334390575442
0.67,0.41091492776886035,0.5765765765765766,0.47985004686035615
0.68,0.3812199036918138,0.5785627283800243,0.459603289791969
0.69,0.3611556982343499,0.5921052631578947,0.44865403788634095
0.7,0.3362760834670947,0.6054913294797688,0.4324045407636739
