fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.8498983962067916,0.7955390334572491,0.528395061728395,0.6350148367952523,68,2.5907
2,0.8496006338465492,0.7873134328358209,0.5301507537688442,0.6336336336336337,80,2.5883
3,0.856279109515874,0.8178438661710037,0.5486284289276808,0.6567164179104478,72,2.5916
4,0.8427578729222749,0.7843866171003717,0.5567282321899736,0.6512345679012346,63,2.5916
5,0.8616790582403966,0.8066914498141264,0.550761421319797,0.6546003016591252,108,2.5916
