fold,auc,f1,recall,best_iter
1,0.8069904025211287,0.5666666666666667,0.8173076923076923,84
2,0.7921393783125625,0.5689467969598263,0.8397435897435898,48
3,0.8048775247099269,0.5885057471264368,0.8205128205128205,199
4,0.8195009790008803,0.5701849836779108,0.842443729903537,65
5,0.7919560257953259,0.560622914349277,0.8102893890675241,48
