fold,auc,f1,recall,best_iter
1,0.8071766222604212,0.5670665212649946,0.8333333333333334,215
2,0.7925476292794728,0.5668449197860963,0.8493589743589743,84
3,0.8071837845580863,0.5801526717557252,0.8525641025641025,323
4,0.8166915159244821,0.5809312638580931,0.842443729903537,194
5,0.7936409851084086,0.5600882028665931,0.8167202572347267,105
