feature,importance
나이,66.16626111660247
BMI,11.809083098404404
체중,3.714465683045793
키,3.2937192567942626
고지혈증가족력_형제,3.2894671711605175
고지혈증가족력_모,2.3538214574401635
걷기일수,2.005354290219343
음주량_enc,1.6462879736867146
근력운동일수,1.37869603872967
음주빈도_enc,1.3099248825368124
고지혈증가족력_부,1.2712793620691907
성별,0.8635979979861154
현재흡연,0.47113019922430555
과거음주_현재금주,0.4269114721002207
