fold,auc,f1,recall,best_iter
1,0.8225825506527261,0.3994082840236686,0.8333333333333334,159
2,0.8191682910981157,0.42105263157894735,0.8395061728395061,186
3,0.8064781515172884,0.39755351681957185,0.7975460122699386,146
4,0.8026228655219716,0.3885542168674699,0.7962962962962963,115
5,0.812656686060262,0.38814814814814813,0.808641975308642,155
