number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,state
0,0.8428066166737773,2026-05-14 23:41:06.704664,2026-05-14 23:41:08.532810,0 days 00:00:01.828146,0.15601864044243652,45,9,500,0.24810409748678114,0.17254716573280354,0.004207053950287938,COMPLETE
1,0.8455229972760985,2026-05-14 23:41:08.533096,2026-05-14 23:41:10.183550,0 days 00:00:01.650454,0.9699098521619943,79,8,893,0.0012087541473056963,0.06054365855469249,2.136832907235876,COMPLETE
2,0.8568554937481541,2026-05-14 23:41:10.183955,2026-05-14 23:41:11.962572,0 days 00:00:01.778617,0.43194501864211576,169,6,345,0.12561043700013563,0.017322667470546258,0.014618962793704969,COMPLETE
3,0.8545625348692201,2026-05-14 23:41:11.962820,2026-05-14 23:41:13.254557,0 days 00:00:01.291737,0.7851759613930136,147,6,311,0.06672367170464209,0.023993242906812717,0.006290644294586149,COMPLETE
4,0.8259562370778772,2026-05-14 23:41:13.254796,2026-05-14 23:41:17.138767,0 days 00:00:03.883971,0.06505159298527952,248,8,674,0.004809461967501573,0.011492999300221412,6.24513957474307,COMPLETE
5,0.8577471885836807,2026-05-14 23:41:17.139056,2026-05-14 23:41:18.460093,0 days 00:00:01.321037,0.4401524937396013,142,4,847,0.5456725485601478,0.02490643969382439,0.003077180271250686,COMPLETE
6,0.856176979751239,2026-05-14 23:41:18.460310,2026-05-14 23:41:18.952426,0 days 00:00:00.492116,0.31171107608941095,154,5,227,0.44677528179739073,0.15242391728466365,0.12030178871154672,COMPLETE
7,0.851310604071631,2026-05-14 23:41:18.952675,2026-05-14 23:41:20.834113,0 days 00:00:01.881438,0.8948273504276488,238,9,348,5.727904470799624,0.18258230439200232,0.24637685958997463,COMPLETE
8,0.8573530296566134,2026-05-14 23:41:20.834338,2026-05-14 23:41:22.207252,0 days 00:00:01.372914,0.388677289689482,217,4,270,0.02001342062287998,0.017987863473362915,0.01217295809836997,COMPLETE
9,0.8545321097655696,2026-05-14 23:41:22.207478,2026-05-14 23:41:23.684284,0 days 00:00:01.476806,0.8021969807540397,253,7,485,0.003661819220392431,0.023200867504756816,0.0019870215385428634,COMPLETE
10,0.8582578517278725,2026-05-14 23:41:23.684514,2026-05-14 23:41:24.538718,0 days 00:00:00.854204,0.6400885024675562,105,4,982,3.033713464539809,0.053343533692271954,0.042239176219265706,COMPLETE
11,0.8580499354577578,2026-05-14 23:41:24.538959,2026-05-14 23:41:25.477537,0 days 00:00:00.938578,0.617454472993021,97,4,985,2.7271326003577623,0.05156911709595948,0.052166826535988815,COMPLETE
12,0.8584054647588418,2026-05-14 23:41:25.477781,2026-05-14 23:41:26.395889,0 days 00:00:00.918108,0.6525898752936657,97,4,996,9.821464149160903,0.05896703079158267,0.03551213771944444,COMPLETE
13,0.8586738210101409,2026-05-14 23:41:26.396110,2026-05-14 23:41:27.047279,0 days 00:00:00.651169,0.6913412129037293,108,5,752,9.259024479770856,0.10091557450479287,0.04118307566698297,COMPLETE
14,0.8581938564536773,2026-05-14 23:41:27.047514,2026-05-14 23:41:27.777380,0 days 00:00:00.729866,0.6191678774040925,48,5,721,7.828217083317992,0.08365482002756194,0.45042834710787105,COMPLETE
15,0.8569313855797316,2026-05-14 23:41:27.777620,2026-05-14 23:41:28.378412,0 days 00:00:00.600792,0.7229164447094745,107,5,780,1.3447619531930777,0.09692855551127141,0.029037920357531246,COMPLETE
16,0.858089043680877,2026-05-14 23:41:28.378632,2026-05-14 23:41:29.126170,0 days 00:00:00.747538,0.5795660494660647,75,6,588,9.348505751407345,0.10550784926423894,0.0011001451084548248,COMPLETE
17,0.8552585518471114,2026-05-14 23:41:29.126393,2026-05-14 23:41:34.931957,0 days 00:00:05.805564,0.2837631969307522,125,10,884,1.1072448678802878,0.03799505712000589,0.693927500111096,COMPLETE
18,0.8587516272302628,2026-05-14 23:41:34.932209,2026-05-14 23:41:36.031862,0 days 00:00:01.099653,0.5085872452193139,181,5,626,2.083309604315427,0.036860207547165576,0.1423307189813123,COMPLETE
19,0.857224697253126,2026-05-14 23:41:36.032107,2026-05-14 23:41:37.413272,0 days 00:00:01.381165,0.5074917641393567,184,7,614,2.098548938564044,0.0369417370601914,0.14467053264901533,COMPLETE
20,0.8557506864450352,2026-05-14 23:41:37.413496,2026-05-14 23:41:38.078035,0 days 00:00:00.664539,0.23769698766109754,198,5,466,0.05276286464062172,0.1255228886727383,1.025935840264162,COMPLETE
21,0.8581436037543896,2026-05-14 23:41:38.078259,2026-05-14 23:41:38.804354,0 days 00:00:00.726095,0.6978801971655599,128,5,777,4.404353316727846,0.07185424803615684,0.06307017251441789,COMPLETE
22,0.8568665698533031,2026-05-14 23:41:38.804592,2026-05-14 23:41:39.908322,0 days 00:00:01.103730,0.5503650164075868,78,6,611,9.165427158560574,0.03721883999619354,0.013722737232593683,COMPLETE
23,0.8581660978197849,2026-05-14 23:41:39.908610,2026-05-14 23:41:40.638018,0 days 00:00:00.729408,0.8385870667059157,169,4,715,1.0038433286174282,0.07164356641010684,0.21455015859826418,COMPLETE
24,0.8587037675166552,2026-05-14 23:41:40.638248,2026-05-14 23:41:41.620839,0 days 00:00:00.982591,0.6894155341155378,121,5,552,3.2217839394426764,0.04254576171666571,0.029623050327522472,COMPLETE
25,0.8552335280539967,2026-05-14 23:41:41.621076,2026-05-14 23:41:42.950773,0 days 00:00:01.329697,0.49415018777764175,126,7,526,0.4316771866635475,0.031371647918728235,0.09046669788462902,COMPLETE
26,0.8577834252239834,2026-05-14 23:41:42.951003,2026-05-14 23:41:44.131292,0 days 00:00:01.180289,0.7517986620127628,199,6,424,1.9509941838116367,0.04726433951277944,0.02162442088392817,COMPLETE
27,0.8590999092032863,2026-05-14 23:41:44.131542,2026-05-14 23:41:45.535093,0 days 00:00:01.403551,0.8872857653752572,173,5,547,3.990209274460222,0.03125893646692316,0.30450600421322793,COMPLETE
28,0.8585408393773315,2026-05-14 23:41:45.535419,2026-05-14 23:41:46.927888,0 days 00:00:01.392469,0.9922934123090207,217,5,559,0.6323436891328709,0.03000914582380577,0.350359087297738,COMPLETE
29,0.856472274184197,2026-05-14 23:41:46.928137,2026-05-14 23:41:50.048821,0 days 00:00:03.120684,0.8703750092103402,167,7,416,0.17502279255050607,0.016141408679759224,1.5816617823631811,COMPLETE
30,0.8562841171387002,2026-05-14 23:41:50.049041,2026-05-14 23:41:52.222650,0 days 00:00:02.173609,0.9439384783273075,187,6,648,4.806171332549916,0.04187677564625808,5.9175940990253455,COMPLETE
31,0.85834228993688,2026-05-14 23:41:52.222902,2026-05-14 23:41:53.471175,0 days 00:00:01.248273,0.7098124685257731,137,5,548,3.2275352357868257,0.02948652239773635,0.09099237909899582,COMPLETE
32,0.8585422751687397,2026-05-14 23:41:53.471480,2026-05-14 23:41:54.269541,0 days 00:00:00.798061,0.906252594513765,58,5,682,1.593571180919243,0.06711097316268991,0.17948843865106978,COMPLETE
33,0.8574416384978066,2026-05-14 23:41:54.269773,2026-05-14 23:41:55.554400,0 days 00:00:01.284627,0.8274821900592071,114,6,788,5.052547354791434,0.03298272076900116,0.006336892437271683,COMPLETE
34,0.8585446681544202,2026-05-14 23:41:55.554617,2026-05-14 23:41:56.680705,0 days 00:00:01.126088,0.5282726431574507,161,5,432,0.2235308118671911,0.044695335611994375,0.473027555880589,COMPLETE
35,0.8578747689059543,2026-05-14 23:41:56.680940,2026-05-14 23:41:58.402241,0 days 00:00:01.721301,0.7626648407228992,182,6,647,0.94034741157465,0.020488981456792527,0.02016313336444597,COMPLETE
36,0.8543512000481333,2026-05-14 23:41:58.402471,2026-05-14 23:42:02.600544,0 days 00:00:04.198073,0.4338600978429938,147,8,722,3.0499145617285706,0.026290775450237475,2.871945120684227,COMPLETE
37,0.8576646647632175,2026-05-14 23:42:02.600795,2026-05-14 23:42:03.147137,0 days 00:00:00.546342,0.6775467704416125,86,4,507,0.039361739806594125,0.14008375128800368,0.006893071619318832,COMPLETE
38,0.8573238352313128,2026-05-14 23:42:03.147368,2026-05-14 23:42:05.132533,0 days 00:00:01.985165,0.0233875359670363,134,5,581,0.35952104342179925,0.013730264854934032,0.05955606362039344,COMPLETE
39,0.8557170479034711,2026-05-14 23:42:05.132764,2026-05-14 23:42:07.549891,0 days 00:00:02.417127,0.9386029187314204,217,6,375,0.1009980917362049,0.01049713127632179,0.009809872359848294,COMPLETE
40,0.8580310650563925,2026-05-14 23:42:07.550120,2026-05-14 23:42:09.120678,0 days 00:00:01.570558,0.3702854332558684,156,4,820,5.4396851991458774,0.021889943771068468,0.301392175907111,COMPLETE
41,0.8578312849375911,2026-05-14 23:42:09.120921,2026-05-14 23:42:10.218620,0 days 00:00:01.097699,0.5587285106663761,162,5,428,0.02003913124281474,0.04608994940392593,0.6785653091163368,COMPLETE
42,0.8581660978197849,2026-05-14 23:42:10.218855,2026-05-14 23:42:11.034372,0 days 00:00:00.815517,0.5070664969167641,150,5,452,0.001292738800560825,0.04334293581132059,0.45419150885448256,COMPLETE
43,0.8563150208394869,2026-05-14 23:42:11.034602,2026-05-14 23:42:11.814851,0 days 00:00:00.780249,0.47454187978962703,178,5,521,0.2517024613548678,0.054460504133678506,0.11233900193151519,COMPLETE
44,0.8596239046962686,2026-05-14 23:42:11.815086,2026-05-14 23:42:12.584968,0 days 00:00:00.769882,0.6005954120104386,198,4,388,2.066200719991522,0.06174532779902198,0.16725169601770631,COMPLETE
45,0.8581194687845274,2026-05-14 23:42:12.585275,2026-05-14 23:42:13.263386,0 days 00:00:00.678111,0.5886448857181827,203,4,311,0.7216475055894016,0.08438072590242743,0.07446887167618503,COMPLETE
46,0.857929055495389,2026-05-14 23:42:13.263617,2026-05-14 23:42:14.843011,0 days 00:00:01.579394,0.38564080796670575,235,4,358,2.3893158607973657,0.02695934922036393,0.02886249242646855,COMPLETE
47,0.858615774014637,2026-05-14 23:42:14.843240,2026-05-14 23:42:15.300459,0 days 00:00:00.457219,0.656929242644243,116,4,649,3.648515633346535,0.19412313653721333,0.14942042052943083,COMPLETE
48,0.854238934834214,2026-05-14 23:42:15.300701,2026-05-14 23:42:16.936282,0 days 00:00:01.635581,0.7702426060952077,195,8,249,6.732169551121383,0.06101900101644004,0.04391164771562137,COMPLETE
49,0.8579228337326201,2026-05-14 23:42:16.936525,2026-05-14 23:42:17.629091,0 days 00:00:00.692566,0.6084594373038479,225,4,937,1.449846654418912,0.09277178846044706,0.21763691388081727,COMPLETE
50,0.8514811897651318,2026-05-14 23:42:17.629333,2026-05-14 23:42:23.827440,0 days 00:00:06.198107,0.8054394719487324,207,10,690,2.312014565934785,0.03464740855676204,0.002923635042124576,COMPLETE
51,0.8585026199774649,2026-05-14 23:42:23.827680,2026-05-14 23:42:24.363134,0 days 00:00:00.535454,0.644747119293001,113,4,646,3.844241059367066,0.19308539669491137,0.12716485383183596,COMPLETE
52,0.8586202865019198,2026-05-14 23:42:24.363363,2026-05-14 23:42:24.921867,0 days 00:00:00.558504,0.6748290084951063,100,4,743,6.5850099884429705,0.16338926526311456,0.1685406977237644,COMPLETE
53,0.857335526675637,2026-05-14 23:42:24.922095,2026-05-14 23:42:25.428214,0 days 00:00:00.506119,0.721549529375051,97,4,764,7.931531032786453,0.16750000413367488,0.03346510624148994,COMPLETE
54,0.8582729617231686,2026-05-14 23:42:25.428461,2026-05-14 23:42:26.093466,0 days 00:00:00.665005,0.6806016289765356,83,5,746,6.458211225816101,0.12307101487291426,0.7989544628691684,COMPLETE
55,0.858095607298743,2026-05-14 23:42:26.093703,2026-05-14 23:42:26.766358,0 days 00:00:00.672655,0.5616787381338313,174,4,806,9.917695454551403,0.13742894778324072,0.2905879399251156,COMPLETE
56,0.8586097573649263,2026-05-14 23:42:26.766609,2026-05-14 23:42:27.372030,0 days 00:00:00.605421,0.17346196060845576,90,5,856,1.6862160977536509,0.10700762766202877,0.019464727630998928,COMPLETE
