fold,auc,f1,recall,best_iter
1,0.8540077770488217,0.6454545454545455,0.8452380952380952,158
2,0.8536387430976982,0.6314580941446614,0.8184523809523809,127
3,0.8772979197419496,0.6806039488966318,0.8720238095238095,157
4,0.8316160372194856,0.6096997690531177,0.7857142857142857,157
5,0.8831537356321839,0.6713615023474179,0.8511904761904762,170
