fold,auc,f1,recall,best_iter
1,0.8199834603343374,0.40588235294117647,0.8518518518518519,55
2,0.8177624195168055,0.39244186046511625,0.8333333333333334,32
3,0.8017711491902311,0.39124087591240875,0.8220858895705522,24
4,0.7995837472210396,0.3851851851851852,0.8024691358024691,31
5,0.807193368336408,0.39819004524886875,0.8148148148148148,51
