fold,auc,f1,recall,best_iter
1,0.8163033847244373,0.39481268011527376,0.845679012345679,49
2,0.8076141532281882,0.39689922480620154,0.7901234567901234,73
3,0.8024998237077781,0.4024390243902439,0.8098159509202454,63
4,0.8009495766520032,0.40634920634920635,0.7901234567901234,75
5,0.8066021001844756,0.39820359281437123,0.8209876543209876,71
