iter	Logloss
425	0.6103281916
426	0.6103080053
427	0.6102960314
428	0.6102703205
429	0.6102527122
430	0.6102414211
431	0.6102224722
432	0.6102147721
433	0.6102027324
434	0.6101864257
435	0.6101731473
436	0.6101429913
437	0.6101303547
438	0.6101111868
439	0.6100899082
440	0.6100706578
441	0.6100506356
442	0.6100321268
443	0.6099986692
444	0.6099817999
445	0.6099730398
446	0.6099603105
447	0.6099367889
448	0.6099217279
449	0.6099039947
450	0.6098872629
451	0.6098624146
452	0.6098450668
453	0.609819303
454	0.6098003839
455	0.6097868286
456	0.6097754915
457	0.6097470762
458	0.6097269571
459	0.6097082072
460	0.6096888651
461	0.609678108
462	0.6096651289
463	0.6096588536
464	0.6096433668
465	0.6096327168
466	0.6096193599
467	0.6096073329
468	0.6095944884
469	0.6095868879
470	0.6095663487
471	0.6095517037
472	0.6095424589
473	0.6095185766
474	0.609512206
475	0.609491192
476	0.6094797617
477	0.6094650204
478	0.6094526453
479	0.6094364524
480	0.6094133452
481	0.6093970723
482	0.6093841126
483	0.6093689801
484	0.6093592606
485	0.6093420378
486	0.6093295377
487	0.6093157563
488	0.6093049379
489	0.6092736596
490	0.6092595561
491	0.6092440134
492	0.609226919
493	0.6092121899
494	0.6091942813
495	0.6091735983
496	0.6091579688
497	0.609137298
498	0.6091230212
499	0.6091169002
500	0.6091047419
501	0.6090880004
502	0.6090755867
503	0.6090432513
504	0.609025611
505	0.609015922
506	0.6090050929
507	0.6089929194
508	0.6089741049
509	0.6089605345
510	0.6089444284
511	0.6089235615
512	0.6089041711
513	0.6088829093
514	0.6088656326
515	0.6088511523
516	0.6088412838
517	0.608825003
518	0.6088065289
519	0.6087891477
520	0.6087771512
521	0.6087606055
522	0.6087503759
523	0.6087397221
524	0.6087175186
525	0.6086915329
526	0.6086809213
527	0.6086709467
528	0.6086537265
529	0.6086295008
530	0.6086148141
531	0.6085968981
532	0.6085824842
533	0.6085760813
534	0.6085446159
535	0.608529331
536	0.6085153531
537	0.6085003411
538	0.608473758
539	0.6084426915
540	0.6084311017
541	0.6084230503
542	0.6084095162
543	0.6083956457
544	0.6083716782
545	0.6083594453
546	0.6083406671
547	0.6083179385
548	0.6083046458
549	0.6082767999
550	0.6082551144
551	0.6082322435
552	0.6082133102
553	0.6081916954
554	0.608173683
555	0.6081484968
556	0.6081357695
557	0.6081237877
558	0.6081166658
559	0.6081065951
560	0.6080859176
561	0.608075931
562	0.6080627735
563	0.608050654
564	0.6080298998
565	0.6080064905
566	0.6079978955
567	0.6079826585
568	0.607962815
569	0.607935763
570	0.6079211809
571	0.6079125908
572	0.6078977475
573	0.6078854841
574	0.6078759757
575	0.6078545145
576	0.607832454
577	0.6078231317
578	0.6078057306
579	0.6077934158
580	0.6077798659
581	0.607764438
582	0.6077489134
583	0.6077328458
584	0.6077230877
585	0.6077028753
586	0.6076731655
587	0.6076528171
588	0.6076414282
589	0.6076286196
590	0.6076122066
591	0.6075986606
592	0.6075885838
593	0.6075712539
594	0.6075540921
595	0.6075377485
596	0.6075201465
597	0.6075101555
598	0.6074794929
599	0.607469417
600	0.6074602857
601	0.6074435914
602	0.6074300278
603	0.6074234522
604	0.6074118482
605	0.6073915381
606	0.6073858254
607	0.6073673226
608	0.6073570914
609	0.607345247
610	0.6073248657
611	0.607306446
612	0.6072882986
613	0.6072780565
614	0.6072652858
615	0.6072407963
616	0.6072358284
617	0.6072213983
618	0.6072059973
619	0.6071998086
620	0.6071873678
621	0.6071776455
622	0.6071595413
623	0.6071452387
624	0.6071307809
625	0.607110655
626	0.6070992317
627	0.6070857545
628	0.6070781939
629	0.6070680296
630	0.607052364
631	0.6070318681
632	0.6070224692
633	0.6070135261
634	0.6070022042
635	0.6069839242
636	0.6069644189
637	0.6069379827
638	0.6069263116
639	0.6069159272
640	0.606899232
641	0.6068804736
642	0.6068638949
643	0.6068523482
644	0.6068419145
645	0.6068319044
646	0.6068224222
647	0.6067967604
648	0.606783929
649	0.6067724248
650	0.6067597969
651	0.6067429035
652	0.6067337897
653	0.6067161676
654	0.6066921195
655	0.6066796507
656	0.606661446
657	0.6066404382
658	0.6066232717
659	0.6065953336
660	0.6065672478
661	0.6065486533
662	0.606533487
663	0.6065153197
664	0.6064993122
665	0.6064753338
666	0.6064627401
667	0.606449758
668	0.6064362956
669	0.606401496
670	0.6063814888
671	0.6063625651
672	0.6063518268
673	0.6063390303
674	0.6063210682
675	0.6063093346
676	0.6062921676
677	0.6062811596
678	0.6062606869
679	0.6062456617
680	0.6062392866
681	0.6062193071
682	0.606196573
683	0.6061855514
684	0.6061745718
685	0.6061604109
686	0.606144349
687	0.6061328549
688	0.6061156511
689	0.6061024901
690	0.6060900533
691	0.6060727407
692	0.6060624315
693	0.6060406996
694	0.606015408
695	0.6059828406
696	0.6059767326
697	0.6059672047
698	0.6059535557
699	0.6059295894
700	0.6059065553
701	0.6058946025
702	0.6058768409
703	0.6058625088
704	0.6058483174
705	0.6058355618
706	0.6058116959
707	0.6057951697
708	0.6057821773
709	0.6057730938
710	0.6057549667
711	0.6057442396
712	0.6057185675
713	0.60571006
714	0.605689401
715	0.6056765338
716	0.6056602626
717	0.605652586
718	0.6056401431
719	0.6056344019
720	0.6056222838
721	0.6056064249
722	0.6055940428
723	0.6055805061
724	0.6055710847
725	0.605553295
726	0.6055240748
727	0.6055162108
728	0.6054866089
729	0.60547015
730	0.6054436074
731	0.6054323025
732	0.6054098933
733	0.6054041122
734	0.6053814672
735	0.6053578631
736	0.6053390939
737	0.6053250322
738	0.6053123046
739	0.6053007394
740	0.6052878069
741	0.6052770932
742	0.6052569435
743	0.6052483175
744	0.6052253972
745	0.6052099653
746	0.6051948001
747	0.6051725556
748	0.6051520399
749	0.6051344171
750	0.6051305903
751	0.6051202135
752	0.6051143547
753	0.605100891
754	0.6050840583
755	0.6050563814
756	0.6050343455
757	0.6050291262
758	0.6050181767
759	0.6049990573
760	0.6049845407
761	0.6049672633
762	0.6049477608
763	0.6049269178
764	0.604917892
765	0.6049030885
766	0.6048936257
767	0.6048870668
768	0.6048740505
769	0.6048603455
770	0.6048464664
771	0.604836428
772	0.6048214788
773	0.6048014224
774	0.6047728138
775	0.6047599056
776	0.6047467433
777	0.6047325674
778	0.6047231618
779	0.6047110581
780	0.6046934982
781	0.6046837444
782	0.6046651501
783	0.6046453137
784	0.6046353716
785	0.604622734
786	0.6046002184
787	0.6045822252
788	0.6045721117
789	0.6045515699
790	0.604537218
791	0.6045263616
792	0.6045063622
793	0.6044855941
794	0.6044775043
795	0.6044647974
796	0.6044473647
797	0.6044380068
798	0.6044289458
799	0.604422806
800	0.6044117833
801	0.604400095
802	0.6043877392
803	0.6043653532
804	0.6043477306
805	0.6043390004
806	0.6043241795
807	0.6043063599
808	0.604293013
809	0.6042866517
810	0.6042792303
811	0.6042595095
812	0.6042528427
813	0.6042396219
814	0.6042266524
815	0.6041987253
816	0.6041756619
817	0.6041583737
818	0.6041456167
819	0.6041399754
820	0.6041176234
821	0.6041068643
822	0.6040963305
823	0.6040826695
824	0.6040730784
825	0.6040655463
826	0.6040557047
827	0.6040411552
828	0.604021627
829	0.6040051199
830	0.6039866797
831	0.6039726807
832	0.6039559049
833	0.6039405601
834	0.6039159999
835	0.6039032175
836	0.6038940055
837	0.6038812789
838	0.6038686063
839	0.6038515952
840	0.6038448258
841	0.6038201461
842	0.6038024272
843	0.6037719353
844	0.6037599409
845	0.603748892
846	0.6037424832
847	0.6037309064
848	0.6037138734
849	0.6037028766
850	0.6036806518
851	0.6036658817
852	0.603650852
853	0.6036438974
854	0.6036195598
855	0.6035995791
856	0.6035813875
857	0.603561042
858	0.603543834
859	0.6035357094
860	0.6035267743
861	0.6035057653
862	0.6034883815
863	0.6034795358
864	0.6034712539
865	0.6034611385
866	0.603445312
867	0.6034286204
868	0.6034047532
869	0.6033804139
870	0.6033664932
871	0.6033443688
872	0.6033288816
873	0.6033105701
874	0.6033006473
875	0.603296428
876	0.6032813535
877	0.6032677557
878	0.603255502
879	0.6032429818
880	0.6032231375
881	0.6032072703
882	0.6031957441
883	0.6031832598
884	0.6031739415
885	0.6031660269
886	0.6031569718
887	0.6031436609
888	0.603136328
889	0.6031270396
890	0.6031044967
891	0.6030869409
892	0.6030662853
893	0.6030600902
894	0.6030522967
895	0.6030266478
896	0.6030093403
897	0.6029869059
898	0.6029666635
899	0.6029535645
900	0.6029330028
901	0.6029200049
902	0.60291554
903	0.6028941493
904	0.6028813127
905	0.6028664791
906	0.6028562451
907	0.6028410617
908	0.6028323773
909	0.6028237359
910	0.6028076969
911	0.6027961754
912	0.6027838089
913	0.6027663448
914	0.6027592622
915	0.6027483424
916	0.6027446163
917	0.6027378755
918	0.6027289146
919	0.6027203635
920	0.6027083696
921	0.6027013633
922	0.6026857534
923	0.6026679591
924	0.6026589983
925	0.6026453405
926	0.6026219153
927	0.60260259
928	0.6025963714
929	0.6025834608
930	0.6025678166
931	0.6025471865
932	0.6025223469
933	0.6025042325
