number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,state
0,0.7791737007049577,2026-05-15 02:15:44.463496,2026-05-15 02:15:44.904004,0 days 00:00:00.440508,0.15601864044243652,45,9,500,0.24810409748678114,0.17254716573280354,0.004207053950287938,COMPLETE
1,0.7756390157844537,2026-05-15 02:15:44.904231,2026-05-15 02:15:45.413830,0 days 00:00:00.509599,0.9699098521619943,79,8,893,0.0012087541473056963,0.06054365855469249,2.136832907235876,COMPLETE
2,0.7940326733170301,2026-05-15 02:15:45.414052,2026-05-15 02:15:46.199801,0 days 00:00:00.785749,0.43194501864211576,169,6,345,0.12561043700013563,0.017322667470546258,0.014618962793704969,COMPLETE
3,0.7891285920209982,2026-05-15 02:15:46.200039,2026-05-15 02:15:46.902288,0 days 00:00:00.702249,0.7851759613930136,147,6,311,0.06672367170464209,0.023993242906812717,0.006290644294586149,COMPLETE
4,0.7795593118236387,2026-05-15 02:15:46.902512,2026-05-15 02:15:48.379180,0 days 00:00:01.476668,0.06505159298527952,248,8,674,0.004809461967501573,0.011492999300221412,6.24513957474307,COMPLETE
5,0.7978717880680719,2026-05-15 02:15:48.379402,2026-05-15 02:15:49.189111,0 days 00:00:00.809709,0.4401524937396013,142,4,847,0.5456725485601478,0.02490643969382439,0.003077180271250686,COMPLETE
6,0.7981273083239506,2026-05-15 02:15:49.189328,2026-05-15 02:15:49.588058,0 days 00:00:00.398730,0.31171107608941095,154,5,227,0.44677528179739073,0.15242391728466365,0.12030178871154672,COMPLETE
7,0.7896920561384384,2026-05-15 02:15:49.588282,2026-05-15 02:15:50.312465,0 days 00:00:00.724183,0.8948273504276488,238,9,348,5.727904470799624,0.18258230439200232,0.24637685958997463,COMPLETE
8,0.7988000659777252,2026-05-15 02:15:50.312688,2026-05-15 02:15:51.368875,0 days 00:00:01.056187,0.388677289689482,217,4,270,0.02001342062287998,0.017987863473362915,0.01217295809836997,COMPLETE
9,0.7795172868811899,2026-05-15 02:15:51.369104,2026-05-15 02:15:52.123967,0 days 00:00:00.754863,0.8021969807540397,253,7,485,0.003661819220392431,0.023200867504756816,0.0019870215385428634,COMPLETE
10,0.7994221928987887,2026-05-15 02:15:52.124186,2026-05-15 02:15:52.719835,0 days 00:00:00.595649,0.6400885024675562,195,4,611,0.024400771927662247,0.05298668130616353,0.03320258070519291,COMPLETE
11,0.798275614776142,2026-05-15 02:15:52.720057,2026-05-15 02:15:53.279713,0 days 00:00:00.559656,0.617454472993021,194,4,699,0.025926173236423863,0.055245878781596404,0.035382156320986916,COMPLETE
12,0.7990405261006447,2026-05-15 02:15:53.279935,2026-05-15 02:15:53.729033,0 days 00:00:00.449098,0.6198942765704727,204,4,578,0.01680081571348859,0.0817954206409594,0.03551213771944444,COMPLETE
13,0.7914642752131726,2026-05-15 02:15:53.729266,2026-05-15 02:15:54.129328,0 days 00:00:00.400062,0.6911059707613716,191,5,508,0.013486757455286177,0.08786255796996392,0.05417477918314546,COMPLETE
14,0.7968127738613464,2026-05-15 02:15:54.129555,2026-05-15 02:15:54.555128,0 days 00:00:00.425573,0.5908077985215608,113,5,724,0.04652629106902198,0.09258672313898965,0.45042834710787105,COMPLETE
15,0.7752197703688299,2026-05-15 02:15:54.555364,2026-05-15 02:15:55.109379,0 days 00:00:00.554015,0.5882424604946894,204,6,987,0.0062705605260907505,0.036728197616074675,0.02750886151011289,COMPLETE
16,0.7996118788591591,2026-05-15 02:15:55.109607,2026-05-15 02:15:55.654609,0 days 00:00:00.545002,0.2591086449486565,115,4,590,2.167803003957425,0.09772289630299934,0.0010954266271968453,COMPLETE
17,0.7776858312834819,2026-05-15 02:15:55.654844,2026-05-15 02:15:56.352320,0 days 00:00:00.697476,0.27344649214332295,106,10,631,2.7409117537713876,0.12193673293336887,0.0010446251525877421,COMPLETE
18,0.8013719781126066,2026-05-15 02:15:56.352543,2026-05-15 02:15:57.158067,0 days 00:00:00.805524,0.0013371284482431856,112,5,818,1.0279007946288032,0.03939138483220864,0.8088332704222068,COMPLETE
19,0.7993830365530942,2026-05-15 02:15:57.158308,2026-05-15 02:15:57.966143,0 days 00:00:00.807835,0.0058791588729439894,76,5,812,1.4904625731678935,0.03702917556373974,0.7334512084242886,COMPLETE
20,0.7922889250650813,2026-05-15 02:15:57.966377,2026-05-15 02:15:58.910744,0 days 00:00:00.944367,0.17133381499578643,123,7,768,7.259890519648893,0.03696971126716002,1.025935840264162,COMPLETE
21,0.7948890211630726,2026-05-15 02:15:58.910981,2026-05-15 02:15:59.918991,0 days 00:00:01.008010,0.15600021502129907,87,4,578,1.361350717285513,0.06931156519965907,7.910094141064709,COMPLETE
22,0.7988826098493269,2026-05-15 02:15:59.919250,2026-05-15 02:16:00.642005,0 days 00:00:00.722755,0.2778398663051061,172,5,411,0.9688933861704258,0.04847583313925319,0.13151981628182155,COMPLETE
23,0.7978773818317424,2026-05-15 02:16:00.642240,2026-05-15 02:16:01.174431,0 days 00:00:00.532191,0.12463749795349335,49,4,971,0.14293212352893447,0.11563903644497156,2.912877606666296,COMPLETE
24,0.7983121893847578,2026-05-15 02:16:01.174664,2026-05-15 02:16:01.811900,0 days 00:00:00.637236,0.48948790877373494,128,6,639,3.2217839394426764,0.04578915213827846,0.0010040991577409542,COMPLETE
25,0.7991403532676903,2026-05-15 02:16:01.812135,2026-05-15 02:16:02.695729,0 days 00:00:00.883594,0.35148970325966794,100,5,914,0.28146510378980205,0.031371647918728235,0.21525123598776086,COMPLETE
26,0.7991603617300508,2026-05-15 02:16:02.695967,2026-05-15 02:16:03.333613,0 days 00:00:00.637646,0.24768282962956345,170,4,765,9.769656942728037,0.06274546583604665,0.013372501428914574,COMPLETE
27,0.7961412353611922,2026-05-15 02:16:03.333853,2026-05-15 02:16:03.820931,0 days 00:00:00.487078,0.0023003884147894576,60,5,437,2.8543791656485555,0.1267146541717139,1.8168077007519527,COMPLETE
28,0.7916858743124331,2026-05-15 02:16:03.821160,2026-05-15 02:16:04.348516,0 days 00:00:00.527356,0.7061895268886615,135,6,558,0.8326795425576268,0.0747227942263939,0.3707408943863085,COMPLETE
29,0.7999370343012457,2026-05-15 02:16:04.348750,2026-05-15 02:16:04.843851,0 days 00:00:00.495101,0.20481908634776835,92,4,512,0.31234283380761896,0.09607571294478556,0.06944628007275629,COMPLETE
30,0.7897723051326366,2026-05-15 02:16:04.844089,2026-05-15 02:16:05.207215,0 days 00:00:00.363126,0.20629152181849095,36,5,481,0.22680884055186343,0.0992478846871815,0.00600730647527837,COMPLETE
31,0.7982769056446813,2026-05-15 02:16:05.207446,2026-05-15 02:16:05.797535,0 days 00:00:00.590089,0.08348720852689531,92,4,541,0.36077511779989785,0.05095697986197004,0.0592318878028085,COMPLETE
