fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.8128634523371365,0.7153846153846154,0.28615384615384615,0.4087912087912088,119,6.4374
2,0.8111253291791848,0.7596899224806202,0.2832369942196532,0.4126315789473684,61,6.425
3,0.7976830953477659,0.7307692307692307,0.2887537993920973,0.4139433551198257,62,6.4393
4,0.8163288807001382,0.7615384615384615,0.28285714285714286,0.4125,76,6.4393
5,0.7955550437586365,0.7384615384615385,0.2704225352112676,0.3958762886597938,93,6.4393
