number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_subsample,user_attrs_best_thr,user_attrs_fold_recall_std,user_attrs_oof_auc,user_attrs_oof_f1,user_attrs_oof_recall,state
77,0.264,2026-05-15 17:09:53.648131,2026-05-15 17:09:55.346612,0 days 00:00:01.698481,0.6267156807665375,0.03622437456077995,3,45,404,52,0.7183872533643555,0.49,0.0322,0.8083,0.3986,0.8136,COMPLETE
78,0.25375302663438254,2026-05-15 17:09:55.346854,2026-05-15 17:09:57.223083,0 days 00:00:01.876229,0.6389482084335113,0.026984060256462727,4,42,368,58,0.7914364447402042,0.43,0.112,0.797,0.3861,0.8074,COMPLETE
79,0.2603550295857988,2026-05-15 17:09:57.223339,2026-05-15 17:09:58.143095,0 days 00:00:00.919756,0.8330195499193229,0.08629892255030779,3,47,487,54,0.7703166537506179,0.49,0.038,0.8093,0.3945,0.8136,COMPLETE
80,,2026-05-15 17:09:58.143338,2026-05-15 17:09:59.693070,0 days 00:00:01.549732,0.9994749883859683,0.010147138911666836,3,49,447,49,0.7402082605103834,,,,,,PRUNED
81,0.26278836509528586,2026-05-15 17:09:59.693319,2026-05-15 17:10:03.903337,0 days 00:00:04.210018,0.6262008664091346,0.030525238136182575,6,43,428,55,0.7545675603492249,0.43,0.0193,0.8033,0.3965,0.8074,COMPLETE
82,0.26294820717131473,2026-05-15 17:10:03.903571,2026-05-15 17:10:07.013386,0 days 00:00:03.109815,0.6149975745128027,0.023496313767104954,5,46,611,60,0.724063321691725,0.43,0.0884,0.7995,0.3974,0.8136,COMPLETE
83,,2026-05-15 17:10:07.013632,2026-05-15 17:10:08.664508,0 days 00:00:01.650876,0.8072038541632849,0.0342663007086404,4,45,527,56,0.803158458513581,,,,,,PRUNED
84,0.2661330665332666,2026-05-15 17:10:08.664739,2026-05-15 17:10:12.732628,0 days 00:00:04.067889,0.6067161763585369,0.021461532074371993,5,47,472,51,0.7424224683883421,0.45,0.0312,0.8038,0.4018,0.8197,COMPLETE
85,0.26021934197407776,2026-05-15 17:10:12.732862,2026-05-15 17:10:15.143599,0 days 00:00:02.410737,0.6108494632220707,0.021743528658815712,3,47,498,51,0.7044256617688684,0.49,0.0306,0.8083,0.3932,0.8043,COMPLETE
86,0.26302478502781995,2026-05-15 17:10:15.143831,2026-05-15 17:10:18.099712,0 days 00:00:02.955881,0.6499550837991461,0.023597523011307128,5,48,468,53,0.7803110095529449,0.42,0.1116,0.7978,0.396,0.8012,COMPLETE
87,0.2588001983143282,2026-05-15 17:10:18.099953,2026-05-15 17:10:19.275533,0 days 00:00:01.175580,0.6382314673465654,0.058628619442676895,3,24,408,50,0.7391095488207335,0.48,0.019,0.8036,0.3916,0.8043,COMPLETE
88,,2026-05-15 17:10:19.275770,2026-05-15 17:10:21.960629,0 days 00:00:02.684859,0.6582726528803258,0.018871182285207747,4,44,544,47,0.8236956586702987,,,,,,PRUNED
89,0.25776699029126215,2026-05-15 17:10:21.960879,2026-05-15 17:10:24.361338,0 days 00:00:02.400459,0.6823769702491186,0.014263918087029454,3,40,381,58,0.8129311531549942,0.48,0.017,0.8064,0.392,0.8182,COMPLETE
90,0.2608695652173913,2026-05-15 17:10:24.361599,2026-05-15 17:10:27.457885,0 days 00:00:03.096286,0.6097800666270194,0.02042103632837803,4,50,572,54,0.7750173343224972,0.45,0.1352,0.7974,0.394,0.8043,COMPLETE
91,0.2681564245810056,2026-05-15 17:10:27.458111,2026-05-15 17:10:29.615599,0 days 00:00:02.157488,0.6242422378891376,0.037862115831054165,5,46,439,16,0.7457685308403227,0.46,0.0077,0.8048,0.4034,0.8136,COMPLETE
92,0.26605504587155965,2026-05-15 17:10:29.615836,2026-05-15 17:10:31.998059,0 days 00:00:02.382223,0.6218061030615392,0.03833732604785399,5,49,442,19,0.7585044705548851,0.46,0.0179,0.8043,0.3998,0.8043,COMPLETE
93,0.2621981271562346,2026-05-15 17:10:31.998330,2026-05-15 17:10:34.063593,0 days 00:00:02.065263,0.6235186059035777,0.042463558878501693,5,49,444,18,0.7615909880019107,0.45,0.0191,0.8046,0.3973,0.8197,COMPLETE
94,0.26984950700570837,2026-05-15 17:10:34.063840,2026-05-15 17:10:36.058333,0 days 00:00:01.994493,0.6340403052812323,0.04103611661130541,5,48,420,16,0.7541330751877409,0.46,0.0226,0.8052,0.4037,0.8012,COMPLETE
95,0.26381284221005474,2026-05-15 17:10:36.058587,2026-05-15 17:10:38.576237,0 days 00:00:02.517650,0.6233645140795865,0.038209314772094764,5,48,416,20,0.7205380373180722,0.45,0.0111,0.8048,0.3988,0.8166,COMPLETE
96,0.26741803278688525,2026-05-15 17:10:38.576474,2026-05-15 17:10:41.175999,0 days 00:00:02.599525,0.6070940216087751,0.040247531011110935,5,47,466,16,0.7273860690811971,0.46,0.0324,0.8048,0.4014,0.8043,COMPLETE
97,0.2658930373360242,2026-05-15 17:10:41.176243,2026-05-15 17:10:43.271123,0 days 00:00:02.094880,0.6065741572974027,0.041228556204115606,5,46,471,16,0.6954682886925088,0.45,0.0308,0.8048,0.4006,0.812,COMPLETE
98,0.2730607966457023,2026-05-15 17:10:43.271365,2026-05-15 17:10:45.557319,0 days 00:00:02.285954,0.6325286192275118,0.04676230719502624,5,47,518,23,0.7081283353210319,0.47,0.0175,0.8062,0.4075,0.8028,COMPLETE
99,0.26581632653061227,2026-05-15 17:10:45.557570,2026-05-15 17:10:47.667706,0 days 00:00:02.110136,0.6708144565881248,0.044031157170311266,5,45,519,25,0.6815797220025924,0.45,0.0324,0.8047,0.3994,0.8028,COMPLETE
