feature,importance
BMI,263.0
나이,254.6
체중,215.4
키,185.2
걷기일수,80.4
당뇨가족력_부,71.6
음주빈도_enc,68.4
당뇨가족력_모,68.0
음주량_enc,55.8
당뇨가족력_형제,46.0
성별,36.2
근력운동일수,31.8
고혈압가족력_모,27.2
직업_서비스판매,23.0
직업_무직,22.8
직업_관리전문,22.2
고혈압가족력_부,15.2
현재흡연,15.0
고지혈증가족력_형제,13.2
고지혈증가족력_모,11.0
고혈압가족력_형제,8.6
직업_주부학생,8.0
고지혈증가족력_부,6.0
직업_사무,5.8
직업_기능노무,4.2
직업_작업미상,2.0
직업_농림어업,0.8
과거음주_현재금주,0.6
