fold,auc,f1,recall,best_iter
1,0.8211944001417686,0.4,0.8518518518518519,153
2,0.8172130663358733,0.4142194744976816,0.8271604938271605,271
3,0.8045918247420257,0.40059790732436473,0.8220858895705522,149
4,0.8016531857528026,0.3917525773195876,0.8209876543209876,100
5,0.8080773142235467,0.3872832369942196,0.8271604938271605,150
