number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,state
32,0.7678625147046947,2026-05-15 02:15:25.586451,2026-05-15 02:15:26.495337,0 days 00:00:00.908886,0.4964939964948699,254,4,385,0.006618701366179004,0.014451616418514657,2.090554058475281,COMPLETE
33,0.8006244093919257,2026-05-15 02:15:26.495567,2026-05-15 02:15:27.383063,0 days 00:00:00.887496,0.3464587104661304,62,5,552,0.0021973850957422414,0.012582310730605234,0.08218909666306301,COMPLETE
34,0.8068486687971453,2026-05-15 02:15:27.383291,2026-05-15 02:15:28.258943,0 days 00:00:00.875652,0.46383555025362233,230,4,830,0.04650901514060946,0.020765961955556824,0.1813896354401021,COMPLETE
35,0.7689361758395785,2026-05-15 02:15:28.259164,2026-05-15 02:15:29.192827,0 days 00:00:00.933663,0.44398890203670704,242,8,847,0.09512757500260147,0.020488981456792527,0.16146303943490348,COMPLETE
36,0.8071360331255274,2026-05-15 02:15:29.193065,2026-05-15 02:15:30.192711,0 days 00:00:00.999646,0.4654944154450327,208,4,972,0.04313774892766004,0.027290436237956024,0.44733739831108355,COMPLETE
37,0.7976567882915919,2026-05-15 02:15:30.192946,2026-05-15 02:15:31.111759,0 days 00:00:00.918813,0.5616080792378633,209,6,994,0.13847613755151061,0.04421952432542599,9.843155468624198,COMPLETE
38,0.8065597696551771,2026-05-15 02:15:31.111980,2026-05-15 02:15:31.830276,0 days 00:00:00.718296,0.7097091832874939,187,5,882,0.011384118480445328,0.028862113772405936,0.38399931972563317,COMPLETE
39,0.7849847770104759,2026-05-15 02:15:31.830497,2026-05-15 02:15:32.856114,0 days 00:00:01.025617,0.8937197427086017,156,9,737,0.2442695600111094,0.026131478070436736,1.656104061184405,COMPLETE
40,0.784589031230387,2026-05-15 02:15:32.856341,2026-05-15 02:15:33.429924,0 days 00:00:00.573583,0.33979864157632345,173,7,923,0.03705998149344285,0.046443662887719644,3.804705207567902,COMPLETE
41,0.809698345376504,2026-05-15 02:15:33.430148,2026-05-15 02:15:34.528692,0 days 00:00:01.098544,0.45994732213915324,230,4,937,0.05460983977346883,0.021930578193214534,0.543262027887325,COMPLETE
42,0.8083213814644579,2026-05-15 02:15:34.528923,2026-05-15 02:15:35.522592,0 days 00:00:00.993669,0.4933383652308771,245,4,953,0.06395721871680617,0.023011586578565904,0.6075013141662364,COMPLETE
43,0.8095518297103075,2026-05-15 02:15:35.522819,2026-05-15 02:15:36.729336,0 days 00:00:01.206517,0.496994600571941,245,4,892,0.08443129597541964,0.022693546386995493,0.713020174774552,COMPLETE
44,0.8092815844565414,2026-05-15 02:15:36.729565,2026-05-15 02:15:37.607917,0 days 00:00:00.878352,0.6465370972137802,243,4,933,0.996971591702832,0.033915334449855804,0.5825120315400694,COMPLETE
45,0.8059856313113307,2026-05-15 02:15:37.608147,2026-05-15 02:15:38.766853,0 days 00:00:01.158706,0.5857926674877614,244,5,928,1.2095374055828996,0.024506268423861815,1.442088219540723,COMPLETE
46,0.8087969375510327,2026-05-15 02:15:38.767088,2026-05-15 02:15:39.893763,0 days 00:00:01.126675,0.5248777337981514,254,4,930,2.3243332422371505,0.022671097056977813,0.5713734385813903,COMPLETE
47,0.8079203228681086,2026-05-15 02:15:39.893987,2026-05-15 02:15:40.721517,0 days 00:00:00.827530,0.6643682751822347,250,5,885,6.475390692063765,0.03392234028612547,0.24018387372032413,COMPLETE
48,0.8095044866143003,2026-05-15 02:15:40.721760,2026-05-15 02:15:41.597057,0 days 00:00:00.875297,0.7525076055407719,255,4,852,3.3820610446307438,0.03282894915357625,0.32931376740836077,COMPLETE
49,0.8068333206612827,2026-05-15 02:15:41.597290,2026-05-15 02:15:43.349639,0 days 00:00:01.752349,0.7758065035533628,253,5,810,2.802816192554433,0.01850590019924831,3.7396536590499934,COMPLETE
