fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.777167597765363,0.816,0.4180327868852459,0.5528455284552846,118,2.8755
2,0.7909851697291961,0.7951807228915663,0.4351648351648352,0.5625,102,2.8726
3,0.8291658253124228,0.8634538152610441,0.45168067226890757,0.593103448275862,131,2.8726
4,0.8074336451953065,0.8192771084337349,0.4322033898305085,0.565880721220527,126,2.8726
5,0.8126865001907071,0.8514056224899599,0.43621399176954734,0.5768707482993197,89,2.8726
