threshold,recall,precision,f1
0.3,0.9478330658105939,0.37840435757769947,0.5408747423860774
0.31,0.9446227929373997,0.3793103448275862,0.5412738560588641
0.32,0.942215088282504,0.38166449934980495,0.5432670060157334
0.33,0.9414125200642055,0.38283289817232374,0.5443155452436195
0.34,0.9382022471910112,0.38491932828449127,0.5458790567359327
0.35,0.9341894060995185,0.38748335552596536,0.5477647058823529
0.36,0.9293739967897271,0.3910840932117528,0.5505110530068933
0.37,0.9229534510433387,0.3943758573388203,0.5526189332051898
0.38,0.9157303370786517,0.39590562109646077,0.5528100775193798
0.39,0.9117174959871589,0.39803784162578837,0.5541463414634147
0.4,0.906099518459069,0.4010657193605684,0.5560206845604531
0.41,0.8956661316211878,0.4040550325850833,0.5568862275449101
0.42,0.8908507223113965,0.4065934065934066,0.5583501006036218
0.43,0.8884430176565008,0.41015190811411634,0.5612167300380229
0.44,0.8788121990369181,0.4125847776940467,0.5615384615384615
0.45,0.8723916532905297,0.4164750957854406,0.5637966804979253
0.46,0.869983948635634,0.4199922510654785,0.5665011758557617
0.47,0.8595505617977528,0.4253375694996029,0.5690754516471839
0.48,0.8531300160513644,0.4300161812297735,0.5718128025820334
0.49,0.8426966292134831,0.434063662670525,0.572987721691678
0.5,0.8290529695024077,0.43458140513251997,0.5702456527739442
0.51,0.8138041733547352,0.43631669535283996,0.5680672268907563
0.52,0.8025682182985554,0.4384042086804033,0.5670541536716757
0.53,0.7889245585874799,0.4447963800904977,0.5688657407407407
0.54,0.7768860353130016,0.4512820512820513,0.5709230315541138
0.55,0.7616372391653291,0.45625,0.5706554419723392
0.56,0.7487961476725522,0.4609683794466403,0.5706422018348624
0.57,0.7343499197431782,0.46899026140440797,0.5724116359086644
0.58,0.709470304975923,0.47298020331728197,0.5675762439807384
0.59,0.6902086677367576,0.48179271708683474,0.5674694820191356
0.6,0.6540930979133226,0.49007817197835235,0.5603300103128223
0.61,0.6284109149277689,0.5003194888178913,0.5570971184631803
0.62,0.6099518459069021,0.5121293800539084,0.5567765567765568
0.63,0.5995184590690209,0.525686136523575,0.5601799775028121
0.64,0.565008025682183,0.5321239606953893,0.5480731802257688
0.65,0.5280898876404494,0.5375816993464052,0.5327935222672064
0.66,0.49518459069020865,0.5523724261414503,0.5222175201015659
0.67,0.46629213483146065,0.564625850340136,0.5107692307692308
0.68,0.42857142857142855,0.5699039487726788,0.48923499770957396
0.69,0.3956661316211878,0.5841232227488151,0.4717703349282297
0.7,0.36436597110754415,0.5903771131339401,0.45062034739454093
