fold,auc,f1,recall,best_iter
1,0.8160257546222458,0.4077961019490255,0.8395061728395061,70
2,0.8099474274912872,0.40901771336553944,0.7839506172839507,99
3,0.7998848224149684,0.3930635838150289,0.8343558282208589,44
4,0.7986613689040254,0.3961038961038961,0.7530864197530864,97
5,0.8085059836336975,0.4012345679012346,0.8024691358024691,98
