fold,auc,f1,recall,best_iter
1,0.8530100185883767,0.647191011235955,0.8571428571428571,131
2,0.8552208053140888,0.6302895322939867,0.8422619047619048,61
3,0.8765940216499918,0.671875,0.8958333333333334,55
4,0.8297807197591679,0.6038592508513053,0.7916666666666666,61
5,0.8781831554460866,0.6554809843400448,0.8720238095238095,35
