fold,auc,recall,precision,f1,best_iter,scale_pos_weight
1,0.7964868793992448,0.803448275862069,0.4678714859437751,0.5913705583756346,57,2.5224
2,0.7934269515835967,0.8082663605051664,0.4693333333333333,0.593842260649515,124,2.5234
3,0.7881857474993298,0.7887485648679678,0.46576271186440676,0.5856777493606138,108,2.5234
4,0.7881023961805761,0.7956371986222732,0.46107784431137727,0.5838247683235046,103,2.5234
5,0.7843453158910465,0.7520091848450058,0.4681915654038599,0.5770925110132159,42,2.5234
