feature,importance
나이,407.2
BMI,406.6
체중,369.0
키,306.2
고지혈증가족력_형제,104.2
음주빈도,103.6
걷기일수,103.2
고지혈증가족력_모,83.6
음주량,78.6
당뇨가족력_형제,66.4
당뇨가족력_모,60.8
고지혈증가족력_부,60.4
고혈압가족력_모,54.4
근력운동일수,53.2
성별,49.6
고혈압가족력_형제,47.6
고혈압가족력_부,47.4
현재흡연,33.8
당뇨가족력_부,33.6
직업_무직,31.6
직업_관리전문,26.4
직업_사무,20.8
직업_기능노무,15.0
직업_서비스판매,14.8
직업_농림어업,13.8
직업_주부학생,12.2
직업_작업미상,0.0
