fold,auc,f1,recall,best_iter
1,0.8069366852886407,0.5597345132743363,0.8108974358974359,197
2,0.7950651769087523,0.5783664459161147,0.8397435897435898,143
3,0.8059088955737002,0.5701943844492441,0.8461538461538461,232
4,0.8188938188219655,0.5720572057205721,0.8360128617363344,177
5,0.7938924715730479,0.5647321428571429,0.8135048231511254,140
